Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
2015-11-27,106.40018463134766,106.97664059857108,106.23434856026019,106.45545528876815,3337700
2015-11-30,105.72105407714844,106.85818113441434,105.03403278456028,106.76341251336788,8057900
2015-12-01,106.62527465820312,106.78391750333914,105.69727210735672,105.90350296493361,5267600
2015-12-02,106.13350677490234,106.79976309838348,105.94315474119279,106.7283810857424,5022700
2015-12-03,103.8492202758789,106.37942179386515,103.74611692405777,105.90352944770262,6688000
2015-12-04,106.70459747314453,106.94254964120371,104.18233595886728,104.3409667033234,5387100
2015-12-07,106.22869110107422,106.91081418163712,105.64175614756064,106.28421851708214,5444300
2015-12-08,106.15730285644531,106.72838317424679,105.02308162423482,105.26103377377696,4731400
2015-12-09,104.61858367919922,106.90290548186348,104.3092494436511,105.65764123718324,5055600
2015-12-10,105.1261978149414,105.95902438893319,104.53926282399048,104.66617226631793,4185600
2015-12-11,103.4605484008789,105.12618931137975,103.35743297448495,105.12618931137975,5300800
2015-12-14,104.70582580566406,104.80101394326545,103.6747198207833,103.97611463205948,5960100
2015-12-15,104.13472747802734,105.87970183512277,104.05541816354513,105.1896393929081,4921800
2015-12-16,105.41172790527344,105.71313477622414,103.39709213811456,104.83272027143339,4711700
2015-12-17,104.18235778808594,105.91938114254955,103.90474485005728,105.53866485553381,4345800
2015-12-18,103.34154510498047,104.15057744024435,103.11945969573111,103.69053992030007,9840600
2015-12-21,104.15060424804688,104.3885564199894,103.25432297825515,103.90472477471468,3414800
2015-12-22,104.60273742675781,104.91999899012703,103.47644314321839,104.19821501529628,3401900
2015-12-23,105.57831573486328,105.76074050707007,104.60272504536438,105.08655673902263,3244800
2015-12-24,105.41172790527344,105.87176551255368,105.22137586277775,105.33241858848336,1517100
2015-12-28,105.23721313476562,105.41171054681793,104.61061759348497,104.89615771295718,2607200
2015-12-29,106.04627990722656,106.54597830416458,105.71315167685167,105.78453370419957,3037400
2015-12-30,105.76869201660156,106.33183310478631,105.71316458671565,105.95111680968579,2484700
2015-12-31,104.89618682861328,105.94317159153493,104.88825952686415,105.55451595631388,3178700
2016-01-04,103.96023559570312,103.96023559570312,102.67529891345052,103.1987911875998,8050900
2016-01-05,103.45262145996094,104.65030970236053,103.15122665094238,104.023701870287,5320900
2016-01-06,102.38187408447266,103.03226394504121,101.96942435414057,102.31841934882516,8199600
2016-01-07,99.46300506591797,101.43005310906148,98.90778530511695,100.67654792464471,12551000
2016-01-08,98.27325439453125,100.3592784942814,97.95598683015041,100.28789646926782,7104500
2016-01-11,99.76438903808594,100.00234118833755,98.42393695765931,99.0426113380386,6811600
2016-01-12,101.1207275390625,102.15977907180213,99.80407517924797,100.5575804280973,5695700
2016-01-13,96.29033660888672,101.1048531367623,95.9492750470508,101.1048531367623,8932200
2016-01-14,94.87849426269531,96.3855044271128,93.7521942384744,96.20307968363585,13389100
2016-01-15,94.56916809082031,96.09204508873073,92.08655507770435,92.89558764316475,10515000
2016-01-19,94.98954772949219,96.67898887977773,94.22810920888283,95.60821614927632,6350700
2016-01-20,92.37210845947266,94.11707723033271,90.09571993920513,93.50633604255003,11331400
