Price,Close,High,Low,Open,Volume
Ticker,XLV,XLV,XLV,XLV,XLV
Date,,,,,
2015-11-27,61.03532791137695,61.145397145051895,60.87446792744461,61.077663225784555,2658000
2015-11-30,60.205604553222656,61.136923250644266,60.205604553222656,61.128454896637656,8846100
2015-12-01,61.221595764160156,61.27239943566898,60.383409468081695,60.51887731282208,10659200
2015-12-02,60.705142974853516,61.47560189768816,60.61201043562156,61.28933681922426,9875100
2015-12-03,59.37588882446289,60.83213586935254,59.113427947580135,60.75594005069461,13191400
2015-12-04,60.772865295410156,60.86599781685061,59.49441505883278,59.63835124798922,14929800
2015-12-07,60.43421173095703,60.95913998400371,60.120953617873276,60.64587541145705,8511000
2015-12-08,60.56965255737305,60.73898084242392,59.97699064077494,59.97699064077494,7483600
2015-12-09,59.960079193115234,60.87446772174836,59.72301693594266,60.29027397410019,17593600
2015-12-10,60.4088020324707,60.82366096143793,59.90081058442446,59.9600761457055,9778500
2015-12-11,59.519813537597656,60.01086823513849,59.44361127418506,59.76533765663749,15178300
2015-12-14,59.90928268432617,59.98547849953917,58.98642579015307,59.74841623959367,21091500
2015-12-15,60.68819808959961,60.97605753457445,60.36647168766392,60.56119861586183,14006300
2015-12-16,61.47559356689453,61.56872609350574,60.34107299702272,61.196195987060925,15273700
2015-12-17,60.81521987915039,61.64493802103618,60.7644161953362,61.64493802103618,11469100
2015-12-18,59.93347930908203,60.73270783199088,59.92498157058282,60.65618277773502,15159800
2015-12-21,60.47764587402344,60.47764587402344,59.984510976070034,60.29059828477196,6707200
2015-12-22,60.88575744628906,60.9707802474124,60.341603734911004,60.69019916556386,7495800
2015-12-23,61.54043960571289,61.67648127576518,61.20884614349027,61.26836275243218,8091000
2015-12-24,61.5999755859375,61.79553392642874,61.31089667640583,61.33640287585558,2568300
2015-12-28,61.310890197753906,61.47243809296626,61.14084456150685,61.42141921263197,6534700
2015-12-29,62.059085845947266,62.20363173911434,61.59145721010286,61.71898816462714,7243100
2015-12-30,61.795536041259766,62.15263581942907,61.73601941156488,61.9910943884436,8496500
2015-12-31,61.24286651611328,61.85504115721066,61.24286651611328,61.57446003223687,6591700
2016-01-04,60.1375732421875,60.36713555134804,59.525398435323815,60.171577187611774,19666300
2016-01-05,60.42664337158203,60.69021607454589,60.16307066861817,60.30761011948056,14540000
2016-01-06,59.93347930908203,60.350102021181435,59.51686308380591,59.56787546209429,14651700
2016-01-07,58.71765899658203,59.525392080956046,58.55611756916801,58.77717562496108,17850400
2016-01-08,57.83340835571289,59.21930577796909,57.73138355483834,59.06626208983117,17022800
2016-01-11,57.14470291137695,58.113977235555026,56.336976470170136,58.08847104073319,28563800
2016-01-12,57.875911712646484,58.207505224391355,56.932143567888055,57.6038348187321,13727000
2016-01-13,56.15842056274414,58.25851038074604,56.09890395230399,57.9864335206162,16202500
2016-01-14,57.66335678100586,58.03746497737111,55.95437018658559,56.302972185348736,23342300
2016-01-15,56.855628967285156,57.119201652319504,56.04789596945608,56.200939638436566,17882300
2016-01-19,56.84713363647461,57.688870704194855,56.22645463545985,57.476310379944444,13495200
2016-01-20,56.95765686035156,57.51031494439874,55.146645417712215,55.84384295066886,24665600
2016-01-21,56.78761672973633,57.39128726926051,56.25196705048069,57.102208343358626,17102800
2016-01-22,57.6888542175293,57.841897866724906,57.31475256480347,57.58682944261518,11343800
2016-01-25,57.1532096862793,57.901419543979465,57.07668461157785,57.51881363094728,10131900
2016-01-26,57.58684158325195,57.697370608319126,56.74509809180487,57.187227165725204,12449700
2016-01-27,56.932159423828125,58.08848816671477,56.532544955603484,57.48481759292973,15924700
2016-01-28,55.605777740478516,57.23823934527301,55.30819460733771,57.20422891765323,26127300
2016-01-29,56.51553726196289,56.54104346172264,55.3251982075088,55.486746121755175,17578200
2016-02-01,56.600555419921875,56.88964079594018,55.83533705613865,56.132920173491726,16705700
2016-02-02,55.78432846069336,56.35398853654789,55.61428280685872,56.20094485336635,12968700
2016-02-03,56.14993667602539,56.20945330802466,54.90008091721432,55.94588057871737,19453100
2016-02-04,55.843841552734375,56.47301821628032,55.34219587807745,55.97987676982449,18958100
2016-02-05,54.755531311035156,55.69079527787877,54.47495017493452,55.537751611535256,16744000
2016-02-08,54.00732421875,54.372928213215204,53.3611390568712,54.14336268808034,24652800
2016-02-09,54.40693664550781,54.95108725945429,53.293119488879164,53.352636114314535,20741700
2016-02-10,54.891578674316406,55.741820011833454,54.72153300154364,54.76404766315014,14728500
2016-02-11,54.00732421875,54.440945826173895,53.599208810758995,53.905296177605486,22801100
2016-02-12,54.73003005981445,54.75553625870557,53.845778406243284,54.30490620334769,10316000
2016-02-16,55.75880813598633,55.78431432891748,55.129625105171414,55.31667916909886,17303000
2016-02-17,56.46452713012695,56.53254150327583,55.76732304562139,56.19244369022649,12140000
2016-02-18,56.115928649902344,56.762113887030864,55.97988692131669,56.53254509174924,9722100
2016-02-19,56.056396484375,56.21794437060535,55.70779451657788,55.84383620747183,8875100
2016-02-22,56.855628967285156,56.86412670841026,56.42200415736956,56.51553120434793,7515700
2016-02-23,56.43051528930664,57.000175381996975,56.37099866002296,56.70259223557859,8211900
2016-02-24,56.6175422668457,56.69406732619687,55.51223291378785,56.10739898952487,11118600
2016-02-25,57.32324981689453,57.357260237184555,56.59204199772002,56.872623099994414,9496400
2016-02-26,57.221229553222656,57.81639573815012,57.170210675353935,57.58683349162807,10365700
2016-02-29,56.31148147583008,57.19572667738078,56.285968789108985,57.05118722009134,11091700
2016-03-01,57.5188102722168,57.535812239588196,56.25195288124715,56.626054544839576,14549100
2016-03-02,57.612335205078125,57.62933717182839,57.263733261865895,57.38276648959095,10923700
2016-03-03,57.4507942199707,57.5188150687779,56.923642371952724,57.46779618875991,10815000
2016-03-04,57.31477355957031,57.68037111936586,57.05119432523439,57.45080880489452,9855700
2016-03-07,57.773887634277344,57.969445966812806,56.93215065255,56.940654880962576,11082400
2016-03-08,57.06818389892578,57.620835414120165,56.99165882820946,57.43378782455457,8204200
2016-03-09,57.17021942138672,57.416790160527604,56.77910922762645,57.22123830706042,13032500
2016-03-10,57.2042350769043,57.84191606807697,56.7621124438949,57.45080583857691,11287700
