Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Change,Daily_Change_Pct,Daily_Range,Daily_Range_Pct,MA_5,MA_20,MA_50,Price_vs_MA5,Price_vs_MA20,Price_vs_MA50,Volatility_5,Volatility_20,Volume_MA_20,Volume_Ratio,Momentum_5,Momentum_20,RSI,Market_Cap,Enterprise_Value,P_E_Ratio,Forward_P_E,PEG_Ratio,Price_to_Book,Price_to_Sales,Dividend_Yield,Beta,52_Week_High,52_Week_Low,Avg_Volume,Shares_Outstanding,Float_Shares,Revenue_Growth,Earnings_Growth,ROE,ROA,Debt_to_Equity,Current_Ratio,Quick_Ratio,Gross_Margin,Operating_Margin,Profit_Margin
2024-11-04 00:00:00-05:00,219.96627293386246,221.75792231303782,218.69220372782075,220.98153686523438,44944500,0.0,0.0,1.0152639313719192,-0.40374927231395796,3.06571858521707,1.3937221121798267,225.86880187988282,,,-2.1637627569510487,,,0.8154920365721811,,,,-0.04880040017749465,,,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-05 00:00:00-05:00,220.77253601507735,222.91257027302564,220.11558975602287,222.41488647460938,28111300,0.0,0.0,1.6423504595320253,0.6486286726520074,2.7969805170027655,1.2669060053791066,223.8342712402344,,,-0.634123075863402,,,1.0085909724328213,,,,-0.043736879510186344,,,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-06 00:00:00-05:00,221.57875664968802,225.02273483375984,220.16533664224426,221.68824768066406,54561100,0.0,0.0,0.10949103097604507,-0.3267042082762184,4.8573981915155855,2.19217684265421,222.36510314941407,,,-0.3043892495555811,,,0.9594658200610184,,,,-0.03207313161951342,,,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-07 00:00:00-05:00,223.5894200604507,226.82436463330757,223.52970043689453,226.42620849609375,42137700,0.0,0.0,2.836788435643058,2.1372178566067213,3.294664196413038,1.473533137445536,222.67764892578126,,,1.6834018090257086,,,1.3148989773748387,,,,0.006949678464981179,,33.69571254643371,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-08 00:00:00-05:00,226.366414165256,227.8511489598711,225.60910803907555,226.15716552734375,38328800,0.25,0.0,-0.20924863791225334,-0.11882147854568315,2.242040920795546,0.9904476903357101,223.53360900878906,,,1.1736742989961524,,,1.0632761977382132,,,,0.01928903569263496,,33.368920952582116,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-11 00:00:00-05:00,224.20409384410638,224.90161465065876,220.7164746065314,223.4368133544922,42005600,0.0,0.0,-0.767280489614194,-1.2028591561573432,4.185140044127365,1.8666653103298718,224.02466430664063,,,-0.2624045678041087,,,1.2547290381846303,,,,0.011110776601916506,,31.017282695779457,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-12 00:00:00-05:00,223.75568869738083,224.79200315214243,222.5698957238352,223.4368133544922,40398300,0.0,0.0,-0.3188753428886457,0.0,2.2221074283072255,0.9930953895489659,224.2290496826172,,,-0.3533156516724145,,,1.233656451020394,,,,0.004594687415401477,,37.37450714637753,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-13 00:00:00-05:00,223.2175800878685,225.84824072641777,221.97200184604,224.3236541748047,48566200,0.0,0.0,1.1060740869361894,0.39690899946083213,3.8762388803777696,1.736529389330315,224.75613098144532,,,-0.19242047135805684,,,1.213694818089245,,,,0.011887894472136562,,39.832934674234004,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-14 00:00:00-05:00,224.22402706703753,228.06039910056816,224.20409355692922,227.41270446777344,44923900,0.0,0.0,3.188677400735912,1.377050629962362,3.856305543638939,1.7198449220992709,224.95343017578125,,,1.093237071366504,,,0.9319177306547853,,,,0.004356810009900958,,44.723234963340396,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-15 00:00:00-05:00,225.59914322363005,226.11730807125568,223.47668806811174,224.2041015625,47923700,0.0,0.0,-1.3950416611300511,-1.4109162954561882,2.640620003143937,1.1704920353027959,224.5628173828125,227.0423095703125,,-0.15973963298697713,-1.2500789007934054,,1.156535992806521,,43871150.0,1.0923739177112977,-0.008635870370455323,,35.98335093967245,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-18 00:00:00-05:00,224.45320372664565,228.92732633570628,224.3734848929754,227.21340942382812,44633700,0.0,0.0,2.760205697182471,1.342218023825592,4.553841442730885,2.0288600773446133,225.3181365966797,226.63375549316407,,0.8411541368908981,0.2557668117014078,,1.1472201126988122,1.1479009694857394,44290110.0,1.0077577138553053,0.01690230008492022,-0.03471376346592592,41.52001614138932,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-19 00:00:00-05:00,226.17708394083317,229.34584301691135,225.8582238051146,227.4724884033203,36211800,0.0,0.0,1.2954044624871415,0.1140245112069671,3.487619211796755,1.5419861070934575,226.12527160644532,226.2690101623535,,0.5957833847159311,0.531879394400181,,1.1398553178064443,1.149396380049877,44158370.0,0.8200438557854377,0.018061817962044424,-0.031072912043872414,47.25000523982546,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-20 00:00:00-05:00,227.25326410482543,229.11664435033194,225.0909420304879,228.18994140625,35169600,0.0,0.0,0.9366773014245666,0.3154020989376116,4.025702319844044,1.7714607249764747,226.89852905273438,226.19395751953124,,0.5691585392408882,0.8824214000263009,,1.1398472900196248,1.0505241642327954,43302500.0,0.8121840540384504,0.017235307821940715,-0.006535096690506559,56.669030366920104,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-21 00:00:00-05:00,228.07038183414417,229.3458528412815,224.91159698015457,227.71165466308594,42108300,0.0,0.0,-0.35872717105823426,-0.20960027432259665,4.434255861126928,1.9442488873244304,226.95831909179688,226.1044448852539,,0.33192683762535147,0.7108262637860463,,0.9929851995466994,1.0512587825901465,43852440.0,0.9602270706031409,0.0013145712154127853,-0.007800600466589258,63.004509927963596,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-22 00:00:00-05:00,227.2532745036032,229.90386885981255,227.2532745036032,229.05686950683594,38168300,0.0,0.0,1.8035950032327435,0.590753620292439,2.6505943562093535,1.1663613481474069,227.92887268066406,226.04038772583007,,0.4948898368624999,1.3344879697625656,,0.5873762812393966,1.0569770636348075,43820740.0,0.8710099373036603,0.021644420911644868,-0.00556201372706655,67.646233080656,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-25 00:00:00-05:00,230.64124862727573,232.42491005721112,228.92733167542056,232.04624938964844,90152800,0.0,0.0,1.4050007623727083,1.3050819603222186,3.497578381790561,1.5164583103011071,228.89544067382812,226.02676086425782,,1.3765275125379839,2.663175148984087,,0.5730261866357828,1.080953286155091,46524025.0,1.9377687119719327,0.021270047300797623,-0.0011731174882977369,69.70634716958983,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-26 00:00:00-05:00,232.50463944229026,234.73672132395913,232.50463944229026,234.228515625,45986200,0.0,0.0,1.7238761827097449,0.9404445196126154,2.2320818816688757,0.9600160611947265,230.24664611816405,226.10880966186522,,1.7293930547819691,3.5910613015377013,,0.580712107250687,1.101155120557724,47052475.0,0.9773385990853829,0.029700414626409266,0.007055304658437622,74.21570817124979,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-27 00:00:00-05:00,233.6405889619916,234.85627456038557,232.98291999142185,234.0989532470703,33498400,0.0,0.0,0.45836428507871574,-0.05531451949134514,1.8733545689637197,0.8018104120035732,231.42844848632814,226.36205291748047,,1.1539224231976508,3.417931685047182,,0.6444518447436466,1.0381743049846006,46373850.0,0.7223553791630413,0.0258951459665806,0.02211402308517707,68.02430573726949,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-11-29 00:00:00-05:00,233.97938842310504,236.96877632211965,233.14236346053607,236.490478515625,28481400,0.0,0.0,2.5110900925199644,1.021587339619856,3.8264128615835773,1.6353632203979749,233.18421325683593,226.94340286254882,,1.4178769705766703,4.2068090689811655,,0.522370391492806,0.9500938976168101,44579415.0,0.6388912909691614,0.038552369511028806,0.05170692422492418,72.07319966936028,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-02 00:00:00-05:00,236.43067691527065,239.93821419453454,236.32106542499292,238.74246215820312,48137100,0.0,0.0,2.311785242932473,0.952251294307116,3.6171487695416147,1.5298982419434037,235.12133178710937,227.78665771484376,,1.540111372953823,4.8096778596551815,,0.517999580883085,0.8844766459232768,43722435.0,1.1009702455958823,0.04228466350832649,0.07601089474522138,83.36228074084964,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-03 00:00:00-05:00,238.96170621081686,241.90126799408412,238.05492154808562,241.79165649414062,38861000,0.0,0.0,2.829950283323768,1.2771897836577395,3.846346445998506,1.6096078769228326,237.0704132080078,228.82716369628906,,1.9914940975744422,5.6656266626888385,,0.5117546440250476,0.886875668153847,43418260.0,0.8950381705761585,0.04199769283117294,0.09417130464432111,85.31441760567144,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-04 00:00:00-05:00,242.01088645785893,243.2465056559754,240.3966217802532,242.150390625,44383900,0.0,0.0,0.1395041671410695,0.14836497506194313,2.8498838757221847,1.1775849910861063,238.6547882080078,229.8139389038086,,1.4647107829847794,5.368017179477946,,0.5852640693259354,0.8881727954453135,44231890.0,1.003436660744092,0.03382113821138222,0.08873283826999412,85.00979608911594,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-05 00:00:00-05:00,243.12691898237586,243.6749612569442,241.27349790971317,242.18026733398438,40033900,0.0,0.0,-0.9466516483914802,0.012338080028384546,2.401463347231015,0.9877406242313695,240.27105102539062,230.83853988647462,,0.7946093798840481,4.913272910618627,,0.5647607965272777,0.8761294682246121,43505530.0,0.9202025581575491,0.03452093217343433,0.09243620204368486,82.96262287667136,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-06 00:00:00-05:00,242.0507319698173,243.7646488451358,241.2236661935451,241.98097229003906,36870600,0.0,0.0,-0.06975967977822961,-0.08229202409396619,2.5409826515906957,1.0497727608225311,241.36914978027343,231.61627807617188,,0.2534799954023059,4.47494204636969,,0.6127186081096562,0.7867312220626507,43242175.0,0.8526536882106416,0.023216553194344902,0.06869683459904619,95.83756616795941,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-09 00:00:00-05:00,240.97455722335047,246.36542364679892,240.89483838917155,245.8771514892578,44649200,0.0,0.0,4.902594265907339,1.610118003224148,5.470585257627363,2.2701920570630527,242.79608764648438,232.60227737426757,,1.2689923765409006,5.707112701063699,,0.7895461477513829,0.8280635836985195,43558195.0,1.0250470663442321,0.029884459038237,0.08719593701986761,96.01961260883667,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-10 00:00:00-05:00,246.0166626912396,247.33200068563022,244.47214254503118,246.8935546875,36914800,0.0,0.0,0.8768919962604116,0.41337846647642174,2.8598581405990444,1.1624652205725905,243.81646728515625,233.77511444091797,,1.2620506878007198,5.61156403578511,,0.6907776566720141,0.7347376118137218,43303655.0,0.8524638393687554,0.021100389762551686,0.10498154257057313,96.16291629097626,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-11 00:00:00-05:00,247.08288910248365,249.91283942191654,245.38889040813984,245.6180877685547,45205800,0.0,0.0,-1.4648013339289605,-0.5166060007357087,4.523949013776701,1.8309438707834933,244.5100067138672,234.8841781616211,,0.45318433776175837,4.569873412055747,,0.8099707388201453,0.7619275727384209,43544030.0,1.0381629812399082,0.01432042762600716,0.09927314161463152,90.35532098169584,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-12 00:00:00-05:00,246.0166482138882,247.8601100871407,244.81092178998352,247.08287048339844,32777500,0.0,0.0,1.0662222695102344,0.5963659794566922,3.0491882971571727,1.2394235590536913,245.49052734375,236.0221389770508,,0.6486373046153293,4.686311019079081,,0.8024662638784789,0.7621277650795266,42754595.0,0.7666427433121515,0.02024361110582551,0.10145705049391984,92.89488942379818,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-13 00:00:00-05:00,246.9433725816478,248.40815863747187,245.36895982515324,247.2522735595703,33155300,0.0,0.0,0.30890097792251936,0.06856123851906037,3.039198812318631,1.2307270207520025,246.54478759765624,237.0141174316406,,0.2869604215963495,4.319639791449381,,0.7821825414613994,0.7374732933317668,42166165.0,0.786301054411754,0.021783949455385532,0.08724037268818607,92.50457676996955,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-16 00:00:00-05:00,247.1127786134494,250.490786396497,246.7739697560149,250.1519775390625,51694800,0.0,0.0,3.039198925613107,1.1727714118647148,3.7168166404820795,1.5040973038048255,247.39975280761718,238.31151123046874,,1.1124605826043465,4.968482742381242,,0.6268634878562065,0.6158217324985417,42354720.0,1.2205204048096647,0.017386023971371234,0.11573327961321511,92.47304130194959,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-17 00:00:00-05:00,249.1953766416157,252.93211150871377,248.89643481128522,252.58334350585938,51356400,0.0,0.0,3.3879668642436798,0.9719555250836232,4.035676697428556,1.6194829742899,248.53771057128907,239.58000793457032,,1.6277742823296304,5.427554529024103,,0.6884241324610767,0.5960265333820912,42690855.0,1.2029836366594204,0.02304551378654285,0.11165685223581123,92.55999218785381,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-18 00:00:00-05:00,251.26802371656945,253.38051965426092,246.86366065893745,247.1725616455078,56774100,0.0,0.0,-4.0954620710616325,-2.142176829734632,6.516858995323474,2.5935886703492748,248.84860534667968,240.56501159667968,,-0.673519427138003,2.7466795794502508,,1.3398003327018408,0.8420910603304744,43718970.0,1.2986147660843794,0.006328824929285659,0.08660420159143944,74.35044966901495,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-19 00:00:00-05:00,246.6245097734382,251.1085917693189,246.21595643132494,248.90640258789062,60882300,0.0,0.0,2.2818928144524193,0.7014698277349574,4.8926353379939655,1.983839863478528,249.21331176757812,241.60083465576173,,-0.12315119826894483,3.023817340092405,,1.3496662666942973,0.8440013012823514,45004605.0,1.3528015633066883,0.0073802449393785,0.09078604014696157,73.70626363483805,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-20 00:00:00-05:00,247.1625865233097,254.09797318748596,244.82090844231297,253.58978271484375,147495300,0.0,0.0,6.427196191534051,1.881582827223327,9.277064745172993,3.7534259839516935,250.4808135986328,242.8947410583496,,1.241200502164097,4.403159002081858,,1.5495448866726658,0.8878370652609012,50273955.0,2.9338312452242916,0.025631752800633123,0.11364428443527053,75.9401579068597,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-23 00:00:00-05:00,253.8687883386418,254.7456651132031,252.55345036958022,254.3670196533203,40858800,0.0,0.0,0.4982313146785202,0.30649379093894424,2.192214743622884,0.8635227504606179,251.32382202148438,244.16024856567384,,1.210867162276319,4.180357428208081,,1.5057187339553662,0.8893130251589885,50408480.0,0.8105540972471299,0.016849925216360084,0.11049723241646348,73.8653837132328,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-24 00:00:00-05:00,254.58626151312842,257.2966260773909,254.386956808638,257.28668212890625,23234700,0.0,0.0,2.70042061577783,1.147814869854269,2.909669268752907,1.1429011335723087,252.26448974609374,245.42227020263672,,1.9908439700995428,4.834284971968317,,1.5259757531585372,0.8827625162160202,47062575.0,0.49369801801112667,0.0186209373815569,0.10877328466048364,76.18067072971178,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
2024-12-26 00:00:00-05:00,257.27667867815336,259.1799258751944,256.7186620602343,258.1037292480469,27237100,0.0,0.0,0.8270505698935153,0.3175629272296643,2.461263814960091,0.9566602879070397,254.45072326660156,246.61603088378905,,1.435643779883411,4.658131234652418,,0.6617409717171452,0.8781730356389766,46125120.0,0.5905046967899488,0.04422484247347991,0.10193128517823635,76.81209540086596,3903319179264,3790407991296,39.972645,31.65102,,59.359055,9.552326,0.41,1.094,264.375,169.21,54379123,14840390000,14814270914,0.096,0.121,1.49814,0.24545999,154.486,0.868,0.724,0.46678,0.29990998,0.24295999
